id,name,weight,height,armSpan,legSwing,weightCategory.id,weightCategory.name,dateOfBirth,country,city,timezone
234,Renato Moicano,65.77,180.34,182.88,107.95,4,Полулегкий вес,1989-05-21,Brazil,,America/Sao_Paulo
235,Nicco Montano,61.24,165.1,165.1,95.25,11,Женский наилегчайший вес,1988-12-16,USA,,America/New_York
236,Vince Morales,61.24,170.18,177.8,101.7,3,Легчайший вес,1990-11-12,USA,,America/New_York
237,Sergio Moraes,77.11,182.88,182.88,104.14,6,Полусредний вес,1982-07-23,Brazil,Sao Paulo,America/Sao_Paulo
238,Sheymon Moraes,65.77,172.72,182.88,101.6,4,Полулегкий вес,1990-10-11,Brazil,Rio de Janeiro,America/Sao_Paulo
239,Joseph Morales,56.7,167.64,175.26,96.52,2,Наилегчайший вес,1994-08-22,USA,Fresno,America/Los_Angeles
240,Sarah Moras,61.24,170.18,170.18,96.52,12,Женский легчайший вес,1988-04-30,Canada,,America/Montreal
241,Dan Moret,70.31,182.88,185.42,106.68,5,Легкий вес,1986-11-21,USA,Mankato,America/Chicago
242,Brandon Moreno,56.7,170.18,177.8,96.52,2,Наилегчайший вес,1993-12-07,Mexico,Tijuana,America/Tijuana
243,Maryna Moroz,56.7,170.18,170.18,93.98,10,Женский минимальный вес,1991-09-08,Ukraine,Volnogorsk,Europe/Kiev
244,Alex Morono,77.11,180.34,182.88,99.06,6,Полусредний вес,1990-08-16,USA,,America/New_York
245,Ashkan Mokhtarian,56.7,167.64,170.18,96.52,2,Наилегчайший вес,1985-09-15,Australia,Sydney,Australia/Sydney
246,Jake Matthews,77.11,180.34,185.42,109.22,6,Полусредний вес,1994-08-19,Australia,,Australia/Brisbane
247,Khalid Murtazaliev,83.91,182.88,193.04,101.7,7,Средний вес,1993-07-15,Russia,,Europe/Moscow
248,Magomed Mustafaev,70.31,172.72,180.34,101.6,5,Легкий вес,1988-08-02,Russia,,Europe/Moscow
249,Belal Muhammad,77.11,180.34,182.88,101.6,6,Полусредний вес,1988-07-09,USA,Chicago,America/Chicago
250,Lauren Mueller,56.7,165.1,170.18,96.52,11,Женский наилегчайший вес,1991-11-15,USA,,America/New_York
251,Nad Narimani,65.77,172.72,177.8,102.87,5,Легкий вес,1987-04-14,England,,
252,Vince Murdock,65.77,167.64,167.64,101.7,4,Полулегкий вес,1991-03-21,USA,Lapeer,America/New_York
253,Keita Nakamura,77.11,180.34,185.42,101.6,6,Полусредний вес,1984-05-22,Japan,Katsushika-ku,Asia/Tokyo
254,Rose Namajunas,52.16,165.1,165.1,100.33,10,Женский минимальный вес,1992-06-29,USA,Milwaukee,America/Chicago
255,Ismail Naurdiev,77.11,177.8,187.96,101.7,6,Полусредний вес,1996-08-18,Russia,Grozny,Europe/Moscow
256,Francis Ngannou,113.4,193.04,210.82,113.03,9,Тяжелый вес,1986-09-05,Cameroon,Batie,Africa/Douala
257,Ben Nguyen,56.7,165.1,165.1,99.06,2,Наилегчайший вес,1988-08-03,USA,Sioux Falls,America/Chicago
258,Antonio Braga Neto,83.91,190.5,195.58,101.7,7,Средний вес,1987-10-29,,,
259,Kennedy Nzechukwu,92.99,195.58,210.82,101.7,8,Полутяжелый вес,1992-06-13,Nigeria,Imo State,Africa/Lagos
260,Geoff Neal,77.11,180.34,190.5,104.14,6,Полусредний вес,1990-08-28,USA,Austin,America/Los_Angeles
261,Rogerio Nogueira,92.99,187.96,190.5,109.22,8,Полутяжелый вес,1976-06-02,,,
262,Said Nurmagomedov,61.24,172.72,177.8,97.79,2,Наилегчайший вес,1992-04-05,Russia,,Europe/Moscow
263,Sage Northcutt,77.11,182.88,180.34,102.87,6,Полусредний вес,1996-03-01,USA,,America/New_York
264,Amanda Nunes,61.24,172.72,175.26,104.14,12,Женский легчайший вес,1988-05-30,Brazil,Pojuca,America/Sao_Paulo
265,Khabib Nurmagomedov,70.31,177.8,177.8,101.6,5,Легкий вес,1988-09-20,Soviet Union,Makhachkala,Europe/Moscow
266,Olivier Aubin-Mercier,70.31,175.26,177.8,104.14,5,Легкий вес,1989-02-23,Canada,Montreal,America/Montreal
267,Journey Newson,61.24,165.1,170.18,101.7,3,Легчайший вес,1989-03-07,USA,Hayward,America/Los_Angeles
268,Sean O'Malley,61.24,180.34,182.88,101.6,3,Легчайший вес,1994-10-24,,,
269,Alistair Overeem,120.2,193.04,203.2,113.03,9,Тяжелый вес,1980-05-17,England,Hounslow,
270,Volkan Oezdemir,92.99,187.96,190.5,102.87,8,Полутяжелый вес,1989-09-19,Switzerland,Fribourg,Europe/Zurich
271,Yushin Okami,77.11,187.96,190.5,105.41,6,Полусредний вес,1981-07-21,Japan,Kanagawa,Asia/Tokyo
272,JJ Aldrich,56.7,165.1,170.18,93.98,10,Женский минимальный вес,1992-09-29,USA,Denver,America/Denver
273,Michal Oleksiejczuk,92.99,182.88,187.96,101.6,8,Полутяжелый вес,1995-02-22,Poland,Barki,Europe/Warsaw
274,Charles Oliveira,70.31,177.8,187.96,104.14,5,Легкий вес,1989-10-17,Brazil,Guaruja,America/Sao_Paulo
275,Alex Oliveira,77.11,180.34,193.04,109.22,6,Полусредний вес,1988-02-21,Brazil,,America/Sao_Paulo
276,Teemu Packalen,70.31,185.42,190.5,101.6,5,Легкий вес,1987-05-22,Finland,,Europe/Helsinki
277,Andrei Arlovski,108.86,190.5,195.58,111.76,9,Тяжелый вес,1979-02-04,Belarus,,Europe/Minsk
278,Zak Ottow,77.11,180.34,182.88,102.87,6,Полусредний вес,1986-12-22,USA,,America/New_York
279,CM Punk,77.11,185.42,185.42,104.14,6,Полусредний вес,1978-10-26,USA,Chicago,America/Chicago
280,Alan Patrick,70.31,180.34,187.96,106.68,5,Легкий вес,1983-07-19,Brazil,,America/Sao_Paulo
281,Luis Pena,70.31,190.5,190.5,107.95,5,Легкий вес,1993-07-05,Italy,Naples,America/New_York
282,Alex Perez,61.24,167.64,165.1,96.52,2,Наилегчайший вес,1992-03-21,USA,Hanford,America/New_York
283,Devin Powell,70.31,182.88,185.42,104.14,5,Легкий вес,1988-03-01,USA,,America/New_York
284,Carlo Pedersoli,77.11,180.34,190.5,101.6,6,Полусредний вес,1993-06-08,USA,Miami,America/New_York
285,Jessica Penne,52.16,165.1,170.18,96.52,10,Женский минимальный вес,1983-01-30,USA,,America/New_York
286,Michel Pereira,77.11,185.42,185.42,101.7,6,Полусредний вес,1993-10-06,Brazil,Tucuma,America/Belem
287,Markus Perez,83.91,185.42,185.42,102.87,7,Средний вес,1988-06-22,Brazil,,America/Sao_Paulo
288,Mike Perry,77.11,177.8,180.34,99.06,6,Полусредний вес,1991-09-15,USA,Flint,America/Detroit
289,Raphael Pessoa,118.84,190.5,198.12,101.7,9,Тяжелый вес,1989-03-09,Brazil,,America/Sao_Paulo
290,Sergio Pettis,56.7,167.64,175.26,96.52,2,Наилегчайший вес,1993-08-18,USA,Milwaukee,America/Chicago
291,Ross Pearson,70.31,172.72,175.26,99.06,5,Легкий вес,1984-09-26,United Kingdom,Sunderland,Europe/London
292,Anthony Pettis,77.11,177.8,182.88,101.6,5,Легкий вес,1987-01-27,USA,Milwaukee,America/Chicago
293,Steven Peterson,65.77,177.8,177.8,100.33,4,Полулегкий вес,1990-05-29,USA,Rodondo Beach,America/New_York
294,Vinc Pichel,70.31,177.8,182.88,102.87,5,Легкий вес,1982-11-23,USA,Lancaster,America/New_York
295,Callan Potter,77.11,182.88,182.88,101.7,5,Легкий вес,1984-06-09,Australia,Riddells Creek,Australia/Brisbane
296,Michel Prazeres,77.11,167.64,170.18,93.98,6,Полусредний вес,1981-07-25,Brazil,Belem,America/Belem
297,Niko Price,77.11,182.88,193.04,107.95,6,Полусредний вес,1989-09-29,USA,,America/New_York
298,Kyle Prepolec,77.11,177.8,177.8,101.7,6,Полусредний вес,1989-08-30,Canada,Windsor,America/Toronto
299,Marcin Prachnio,92.99,190.5,187.96,106.68,8,Полутяжелый вес,1988-07-14,Poland,,Europe/Warsaw
300,Lucie Pudilova,56.7,172.72,170.18,106.68,12,Женский легчайший вес,1994-06-13,Czech Republic,Příbram,Europe/Prague
301,Claudio Puelles,70.31,180.34,182.88,101.6,5,Легкий вес,1996-04-21,Peru,Lima,America/New_York
302,Oskar Piechota,83.91,182.88,193.04,106.68,7,Средний вес,1990-01-24,Poland,,Europe/Warsaw
303,Khalil Rountree Jr.,92.99,185.42,193.04,111.76,8,Полутяжелый вес,1990-02-26,USA,Los Angeles,America/Los_Angeles
304,Aleksandar Rakic,92.99,193.04,198.12,116.84,8,Полутяжелый вес,1992-02-06,Austria,,Europe/Vienna
305,Davi Ramos,70.31,167.64,177.8,95.25,5,Легкий вес,1986-11-05,Brazil,Rio de Janeiro,America/Sao_Paulo
306,Ricardo Ramos,61.24,167.64,175.26,101.6,3,Легчайший вес,1995-08-01,Brazil,Campinas,America/Sao_Paulo
307,Chance Rencountre,77.11,187.96,190.5,106.68,6,Полусредний вес,1986-12-31,USA,,America/New_York
308,Alex Reyes,77.11,180.34,185.42,101.7,6,Полусредний вес,1986-10-02,USA,,
309,Dominick Reyes,92.99,193.04,195.58,110.49,8,Полутяжелый вес,1989-12-26,USA,Hesperia,
310,Polo Reyes,70.31,180.34,180.34,104.14,5,Легкий вес,1984-11-07,Mexico,,America/Mexico_City
311,Jordan Rinaldi,65.77,177.8,182.88,102.87,5,Легкий вес,1987-09-25,USA,New York,America/New_York
312,Karl Roberson,83.91,185.42,187.96,104.14,7,Средний вес,1990-10-04,USA,,America/New_York
313,Danny Roberts,77.11,185.42,187.96,106.68,6,Полусредний вес,1987-07-14,England,London,Europe/London
314,Roosevelt Roberts,70.31,185.42,187.96,101.7,8,Полутяжелый вес,1994-02-11,USA,Miami,America/New_York
315,Yair Rodriguez,65.77,180.34,180.34,105.41,4,Полулегкий вес,1992-10-06,Mexico,Parral,America/Mexico_City
316,Mike Rodriguez,92.99,193.04,208.28,101.7,8,Полутяжелый вес,1988-11-28,USA,Boston,America/New_York
317,Charles Rosa,65.77,175.26,175.26,99.06,4,Полулегкий вес,1986-08-24,USA,Peabody,
318,Marina Rodriguez,52.16,167.64,165.1,101.7,10,Женский минимальный вес,1987-04-29,Brazil,Bage,America/Sao_Paulo
319,Jairzinho Rozenstruik,109.77,193.04,198.12,101.7,9,Тяжелый вес,1988-03-17,Suriname,Paramaribo,America/Paramaribo
320,Yoel Romero,83.91,182.88,185.42,106.68,7,Средний вес,1977-04-30,Cuba,Pinar Del Rio,America/Havana
321,Mara Romero Borella,56.7,167.64,175.26,96.52,11,Женский наилегчайший вес,1986-06-03,Italy,Ponte dell'Olio,Europe/Rome
322,Ben Rothwell,120.2,193.04,198.12,109.22,9,Тяжелый вес,1981-10-17,USA,Kenosha,America/Chicago
323,Stevie Ray,70.31,177.8,177.8,99.06,5,Легкий вес,1990-03-25,Scotland,Fife,
324,Ricky Rainey,77.11,185.42,195.58,109.22,6,Полусредний вес,1983-06-29,USA,,America/New_York
325,Frankie Saenz,61.24,167.64,167.64,96.52,3,Легчайший вес,1980-08-12,USA,,America/New_York
326,Cris Cyborg,65.77,172.72,172.72,99.06,13,Женский полулегкий вес,1985-07-09,Brazil,Curitiba,America/Sao_Paulo
327,Gokhan Saki,92.99,182.88,185.42,109.22,8,Полутяжелый вес,1983-10-19,Netherlands,Schiedam,Europe/Amsterdam
328,Augusto Sakai,120.2,190.5,195.58,101.7,9,Тяжелый вес,1991-05-09,Brazil,Curitiba,America/Sao_Paulo
329,Muslim Salikhov,77.11,180.34,177.8,104.14,6,Полусредний вес,1984-06-09,Russia,Mkahachkala,Europe/Moscow
330,George Sullivan,77.11,182.88,185.42,105.41,6,Полусредний вес,1981-03-13,USA,,America/New_York
331,Luke Sanders,61.24,167.64,170.18,91.44,3,Легчайший вес,1985-12-12,USA,,America/New_York
332,Joby Sanchez,61.24,167.64,172.72,99.06,2,Наилегчайший вес,1991-06-24,USA,,America/New_York
333,Hector Sandoval,56.7,157.48,162.56,91.44,2,Наилегчайший вес,1986-07-19,Mexico,Uruapan,America/Mexico_City
334,Leonardo Santos,70.31,182.88,190.5,106.68,5,Легкий вес,1980-02-05,Brazil,Rio de Janeiro,America/Sao_Paulo
335,Thiago Santos,92.99,187.96,193.04,107.95,7,Средний вес,1984-01-07,Brazil,Rio de Janeiro,America/Sao_Paulo
336,Roberto Sanchez,56.7,167.64,167.64,93.98,2,Наилегчайший вес,1986-03-05,USA,Houston,America/Vancouver
337,Ulka Sasaki,56.7,177.8,180.34,107.95,2,Наилегчайший вес,1989-10-07,Japan,Numazu,Asia/Tokyo
338,Andrew Sanchez,83.91,185.42,187.96,105.41,7,Средний вес,1988-04-08,USA,,America/New_York
339,Diego Sanchez,77.11,177.8,182.88,101.6,5,Легкий вес,1981-12-31,USA,Albuquerque,America/Denver
340,Saparbeg Safarov,92.99,185.42,198.12,104.14,8,Полутяжелый вес,1986-10-14,Russia,Sochi,Europe/Moscow
341,Tarec Saffiedine,77.11,177.8,177.8,106.68,6,Полусредний вес,1986-09-06,Belgium,Brussels,Europe/Brussels
342,Stefan Sekulic,77.11,182.88,190.5,101.7,6,Полусредний вес,1992-02-12,Serbia,,Europe/Belgrade
343,Cub Swanson,65.77,172.72,177.8,96.52,4,Полулегкий вес,1983-11-02,USA,Palm Springs,America/Los_Angeles
344,Matt Sayles,65.77,170.18,172.72,96.52,4,Полулегкий вес,1994-02-21,USA,,America/New_York
345,Ovince Saint Preux,92.99,190.5,203.2,114.3,8,Полутяжелый вес,1983-04-08,,,
346,Felipe Silva,70.31,182.88,195.58,106.68,5,Легкий вес,1984-05-08,Brazil,,America/Sao_Paulo
347,Donald Cerrone,70.31,185.42,185.42,102.87,6,Полусредний вес,1983-03-29,USA,Denver,America/Denver
348,Mayra Bueno Silva,61.24,167.64,169.0,101.7,12,Женский легчайший вес,1991-08-22,Brazil,Uberlandia,America/Sao_Paulo
349,Joaquim Silva,70.31,172.72,175.26,99.06,5,Легкий вес,1989-02-05,Brazil,Anapolis,America/Sao_Paulo
350,Claudio Silva,77.11,180.34,180.34,106.68,6,Полусредний вес,1982-09-06,Brazil,Rondonopolis,America/Cuiaba
351,Arjan Bhullar,111.13,185.42,190.5,109.22,9,Тяжелый вес,1986-05-13,Canada,,America/Montreal
352,Douglas Silva de Andrade,61.24,170.18,172.72,95.25,3,Легчайший вес,1985-06-22,,,
353,Ricky Simon,61.24,167.64,175.26,96.52,3,Легчайший вес,1992-08-31,USA,,America/New_York
354,Chas Skelly,65.77,180.34,182.88,106.68,4,Полулегкий вес,1985-05-11,USA,,America/New_York
355,Justin Scoggins,56.7,170.18,167.64,99.06,2,Наилегчайший вес,1992-05-02,USA,,America/New_York
356,Bradley Scott,77.11,185.42,193.04,111.76,6,Полусредний вес,1989-06-24,Scotland,,
357,Trevor Smith,83.91,190.5,190.5,105.41,7,Средний вес,1981-01-05,USA,Vancouver,America/Vancouver
358,Anthony Smith,92.99,193.04,193.04,114.3,8,Полутяжелый вес,1988-07-26,USA,Corpus Christi,America/Chicago
359,Peter Sobotta,77.11,182.88,190.5,104.14,6,Полусредний вес,1987-01-11,Poland,Zabrze,Europe/Warsaw
360,Ben Saunders,77.11,187.96,195.58,114.3,6,Полусредний вес,1983-04-13,USA,Fort Lauderdale,America/New_York
361,Jinsoo Son,61.24,167.64,175.26,101.7,5,Легкий вес,1993-04-01,,,
362,Dmitry Sosnovskiy,108.86,190.5,195.58,114.3,9,Тяжелый вес,1989-07-06,,,
363,Jacare Souza,83.91,185.42,182.88,104.14,7,Средний вес,1979-12-07,,,
364,Livinha Souza,52.16,160.02,160.02,101.7,10,Женский минимальный вес,1991-03-11,,,
365,Ryan Spann,92.99,195.58,195.58,115.57,8,Полутяжелый вес,1991-08-24,USA,,America/New_York
367,Aljamain Sterling,61.24,170.18,180.34,99.06,3,Легчайший вес,1989-07-31,USA,,America/New_York
368,Julija Stoliarenko,65.77,170.18,167.64,101.7,13,Женский полулегкий вес,1993-04-08,Lithuania,,Europe/Vilnius
369,Jeremy Stephens,65.77,175.26,180.34,97.79,4,Полулегкий вес,1986-05-25,USA,Des Moines,America/Chicago
370,Maia Stevenson,52.16,162.56,157.48,88.9,10,Женский минимальный вес,1982-03-19,,,
371,Darko Stosic,92.99,182.88,193.04,101.7,8,Полутяжелый вес,1992-02-09,Serbia,,Europe/Belgrade
372,Sean Strickland,77.11,185.42,193.04,105.41,6,Полусредний вес,1991-02-27,USA,,America/New_York
373,Boston Salmon,61.24,175.26,175.26,99.06,3,Легчайший вес,1990-11-20,USA,Waianae,
374,Cody Stamann,61.24,167.64,162.56,88.9,3,Легчайший вес,1989-11-09,USA,Sparta,America/Chicago
375,Darren Stewart,83.91,182.88,187.96,105.41,7,Средний вес,1990-12-30,England,,
376,Tatiana Suarez,52.16,165.1,167.64,99.06,10,Женский минимальный вес,1990-12-19,USA,Covina,
377,Andre Soukhamthath,61.24,175.26,177.8,95.25,3,Легчайший вес,1988-10-23,USA,Providence,America/New_York
378,Xiaonan Yan,52.16,165.1,160.02,93.98,10,Женский минимальный вес,1989-06-16,,,
379,Cory Sandhagen,61.24,180.34,177.8,101.6,3,Легчайший вес,1992-04-20,USA,,America/New_York
380,Mairbek Taisumov,70.31,175.26,185.42,102.87,5,Легкий вес,1988-08-08,Russia,Grozny,Europe/Moscow
381,Jon Tuck,70.31,180.34,185.42,99.06,5,Легкий вес,1984-08-28,USA,Chalan Pago-Ordot,Pacific/Guam
382,Gavin Tucker,65.77,167.64,167.64,101.7,4,Полулегкий вес,1986-06-17,Canada,Ship Cove,America/Montreal
383,Khalid Taha,61.24,165.1,175.26,96.52,4,Полулегкий вес,1992-02-15,Germany,Warendorf,Europe/Berlin
384,Nordine Taleb,77.11,185.42,187.96,106.68,6,Полусредний вес,1981-06-10,France,Cogolin,Europe/Paris
385,David Teymur,70.31,175.26,185.42,104.14,5,Легкий вес,1989-05-01,Sweden,Järfälla,Europe/Stockholm
386,Dequan Townsend,92.99,190.5,190.5,101.7,8,Полутяжелый вес,1986-05-11,USA,Lansing,America/Detroit
387,Jose Torres,56.7,162.56,165.1,93.98,2,Наилегчайший вес,1992-08-02,USA,,America/New_York
388,Daniel Teymur,65.77,165.1,175.26,96.52,5,Легкий вес,1988-02-03,Sweden,,Europe/Stockholm
389,Glover Teixeira,92.99,187.96,193.04,107.95,8,Полутяжелый вес,1979-10-28,Brazil,Sobrália,America/Sao_Paulo
390,Elias Theodorou,83.91,185.42,190.5,102.87,7,Средний вес,1988-05-31,Canada,Mississauga,America/Montreal
391,Francisco Trinaldo,70.31,175.26,177.8,102.87,5,Легкий вес,1978-08-24,Brazil,Amarante,America/Sao_Paulo
392,Tecia Torres,52.16,154.94,152.4,88.9,10,Женский минимальный вес,1989-08-16,USA,,America/New_York
393,Michael Trizano,70.31,180.34,180.34,101.6,5,Легкий вес,1991-12-31,,,
394,Salim Touahri,77.11,177.8,182.88,104.14,6,Полусредний вес,1989-09-28,Poland,,Europe/Warsaw
395,Zubaira Tukhugov,65.77,172.72,172.72,96.52,4,Полулегкий вес,1991-01-15,Russia,Grozny,Europe/Moscow
396,Jalin Turner,70.31,190.5,195.58,101.7,5,Легкий вес,1995-05-18,USA,,America/New_York
397,Jesse Taylor,77.11,182.88,185.42,106.68,7,Средний вес,1983-01-02,USA,,America/New_York
398,Craig White,77.11,187.96,193.04,106.68,6,Полусредний вес,1990-07-01,England,,
399,Alex White,70.31,182.88,180.34,104.14,5,Легкий вес,1988-10-22,USA,Columbia,America/New_York
400,Bartosz Fabinski,77.11,182.88,190.5,104.14,7,Средний вес,1986-04-26,Poland,,Europe/Warsaw
401,Emily Whitmire,52.16,165.1,160.02,96.52,10,Женский минимальный вес,1991-05-24,USA,,America/New_York
402,Michelle Waterson,52.16,160.02,157.48,88.9,10,Женский минимальный вес,1986-01-06,USA,,America/New_York
